query,intent
¿Cuánto tiempo dura la clase de historia?,schedule
¿En qué días tengo clases de educación física?,schedule
¿Cuándo es el receso entre clases?,schedule
¿A qué hora termina mi clase de inglés?,schedule
¿Cuántos minutos tengo entre cada clase?,schedule
¿En qué salón se dicta la clase de química?,schedule
¿Cuál es el horario de la clase de arte?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora debo llegar al colegio para la primera clase del día?,schedule
¿Cuál es el horario de mis clases de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Qué días tengo clases de educación física?,schedule
¿Cuántos descansos tengo durante el día escolar?,schedule
¿A qué hora empieza mi clase de inglés?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora es el recreo?,schedule
¿Qué materias tengo los lunes por la mañana?,schedule
¿Dónde puedo encontrar el horario actualizado de mis clases?,schedule
¿Cuándo es la última clase del día?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora comienza mi clase de matemáticas?,schedule
¿Cuántas horas dura mi clase de historia?,schedule
¿En qué aula se llevará a cabo la clase de química?,schedule
¿Cuál es el horario de mi clase de educación física?,schedule
¿Cuándo es el receso durante la jornada escolar?,schedule
¿A qué hora termina la clase de inglés?,schedule
¿Cuántos días a la semana tengo clases de arte?,schedule
¿A qué hora debo llegar a la escuela?,schedule
¿Cuál es el horario de la clase de biología?,schedule
¿Cuál es el horario de salida los viernes?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora comienza mi clase de biología los miércoles?,schedule
¿Cuánto tiempo dura mi clase de educación física?,schedule
¿A qué hora es mi receso entre clases?,schedule
¿Cuántas horas tengo de clases los viernes?,schedule
¿A qué hora debo llegar a mi clase de inglés?,schedule
¿Cuál es el horario de mi clase de química los lunes?,schedule
¿Cuánto tiempo tengo de descanso entre mi clase de música y la de arte?,schedule
¿Cuál es el horario de mi clase de tecnología los martes?,schedule
¿Cuál es el horario de la clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuánto tiempo dura la clase de educación física?,schedule
¿Qué días de la semana tengo clase de química?,schedule
¿A qué hora es el recreo durante mi jornada escolar?,schedule
¿Cuántas clases tengo programadas para el día de mañana?,schedule
¿A qué hora comienza la clase de inglés?,schedule
¿Cuántos minutos de descanso tengo entre cada clase?,schedule
¿A qué hora de la tarde tengo la última clase del día?,schedule
¿Cuál es la duración total de mi jornada escolar de hoy?,schedule
¿A qué hora termina la clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clases de historia?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora debo llegar a la clase de educación física?,schedule
¿Qué día de la semana tengo la clase de inglés?,schedule
¿Cuándo es la hora de salida de la escuela?,schedule
¿Cuántos minutos dura la clase de química?,schedule
¿A qué hora es la clase de arte los viernes?,schedule
¿Cuánto tiempo tengo para almorzar entre clases?,schedule
¿Cuál es el horario de mis clases de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántos días a la semana tengo clases de inglés?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿Cuándo es el descanso largo durante la jornada escolar?,schedule
¿A qué hora empieza la clase de educación física?,schedule
¿Qué materia tengo después del almuerzo?,schedule
¿Cuál es el horario de mis clases los lunes?,schedule
¿A qué hora es la última clase del día?,schedule
¿Dónde puedo encontrar el enlace para acceder a la biblioteca virtual de la universidad?,links
¿Cuál es el enlace para consultar el calendario académico del presente semestre?,links
¿Dónde puedo encontrar la plataforma en línea para realizar inscripciones a cursos adicionales?,links
¿Cuál es el enlace para acceder a la base de datos de artículos científicos de la institución?,links
¿Dónde encuentro el link para acceder a la plataforma de tutorías académicas?,links
¿Cuál es el enlace para descargar el manual de normas de citación y referencias?,links
¿Dónde puedo encontrar el link para acceder a los recursos de apoyo para estudiantes con discapacidad?,links
¿Cuál es la dirección web para acceder al catálogo de cursos disponibles para el próximo semestre?,links
¿Dónde puedo,links
¿Cómo accedo al catálogo en línea de la biblioteca?,links
¿Dónde puedo encontrar los recursos para la investigación en línea?,links
¿Cuál es el enlace para inscribirme en un curso en línea?,links
¿Cómo puedo acceder al portal de la universidad para ver mi horario de clases?,links
¿Dónde puedo encontrar los materiales de estudio en la plataforma virtual?,links
¿Cuál es el link para participar en un seminario web académico?,links
¿Cómo puedo acceder al repositorio de tesis de la universidad?,links
¿Dónde puedo encontrar los enlaces a revistas científicas en línea?,links
¿Cuál es la dirección del portal de recursos para estudiantes internacionales?,links
¿Dónde puedo encontrar información sobre becas y ayudas económicas en la universidad?,links
¿Dónde puedo encontrar el enlace para acceder a la biblioteca virtual?,links
¿Cuál es el sitio web oficial para descargar los materiales de estudio del curso?,links
¿Dónde puedo obtener el enlace para registrarme en el sistema de gestión académica?,links
¿Cuál es el link para acceder al repositorio de artículos científicos de la universidad?,links
¿Dónde encuentro el enlace para participar en los foros de discusión online?,links
¿Cuál es la dirección web para acceder a las tutorías virtuales?,links
¿Dónde puedo encontrar el link para acceder a las bases de datos académicas suscritas por la institución?,links
¿Cuál es el enlace para acceder a los recursos de apoyo para la investigación en línea?,links
¿Dónde encuentro el enlace para acceder a,links
¿Dónde puedo encontrar el enlace para acceder a la biblioteca virtual?,links
¿Cuál es la página web para descargar el programa de estudio de esta carrera?,links
¿Dónde puedo encontrar el enlace para acceder a la plataforma de cursos en línea?,links
¿Cuál es el enlace para acceder a la base de datos de artículos científicos?,links
¿Dónde puedo encontrar el enlace para solicitar una beca de investigación?,links
¿Cuál es el link para acceder a la plataforma de tutorías académicas?,links
¿Dónde puedo encontrar el enlace para inscribirme en un curso extracurricular?,links
¿Cuál es la página web para obtener información sobre intercambios académicos?,links
¿Dónde puedo encontrar el enlace para acceder a los recursos de apoyo para tesis?,links
¿Cuál,links
¿Cuál es el enlace para acceder a la biblioteca virtual de la universidad?,links
¿Dónde puedo encontrar el link para inscribirme en un curso en línea?,links
¿Cómo puedo acceder al repositorio de tesis de la institución?,links
¿Cuál es el enlace para descargar el programa de estudios de mi carrera?,links
¿Dónde encuentro la plataforma virtual para realizar exámenes en línea?,links
¿Cuál es el link para acceder a los recursos de investigación de la biblioteca?,links
¿Cómo puedo obtener acceso al software especializado para mi área de estudio?,links
¿Dónde encuentro el enlace para solicitar una beca académica?,links
¿Cuál es el link para acceder a los recursos de apoyo a la investigación científica?,links
¿Dónde puedo encontrar el enlace para participar en un,links
¿Dónde puedo encontrar el enlace para acceder a la biblioteca virtual?,links
¿Cuál es la dirección web del catálogo de cursos disponibles para este semestre?,links
¿Dónde puedo descargar el manual de estilo para citas bibliográficas?,links
¿Cuál es el link para acceder a la plataforma de aprendizaje en línea?,links
¿Dónde puedo encontrar la sección de recursos adicionales para mi carrera?,links
¿Cuál es el enlace para inscribirme en un curso de idiomas extranjeros?,links
¿Dónde puedo descargar los documentos necesarios para solicitar una beca de investigación?,links
¿Cuál es el link para acceder a las revistas científicas disponibles en línea?,links
¿Dónde puedo encontrar el calendario académico actualizado?,links
¿Cuál es la dirección web del portal de empleo para graduados,links
¿Dónde puedo encontrar el enlace para acceder a la biblioteca virtual de la universidad?,links
¿Cuál es el link para inscribirse en un curso en línea sobre matemáticas avanzadas?,links
¿Dónde se encuentra el recurso en línea para consultar artículos científicos sobre biología marina?,links
¿Cuál es el enlace para acceder a la plataforma de tutorías en línea para estudiantes de psicología?,links
¿Dónde puedo encontrar la lista de conferencias virtuales programadas para esta semana en el ámbito de la arquitectura?,links
¿Cuál es la dirección web del repositorio de tesis y trabajos de investigación de la facultad de ciencias sociales?,links
¿Dónde puedo obtener información sobre becas y ayudas económicas disponibles para estudiantes de medicina?,links
¿Cuál es el link para descargar el manual de,links
¿Cómo accedo al repositorio de artículos científicos de la universidad?,links
¿Dónde puedo encontrar el enlace para descargar el programa de matemáticas?,links
¿Cuál es el sitio web de la biblioteca virtual de la institución?,links
¿Dónde encuentro el enlace para acceder a los cursos en línea ofrecidos por la universidad?,links
¿Cuál es el link para ingresar al portal de investigación de la facultad de ciencias?,links
¿Dónde está el recurso en línea para consultar tesis y trabajos de investigación anteriores?,links
¿Cómo accedo al catálogo en línea de la biblioteca para buscar libros y revistas?,links
¿Cuál es el enlace para acceder al software de simulación utilizado en las clases de ingeniería?,links
¿Dónde puedo encontrar el link para registrarme en la plataforma de tutorías,links
¿Dónde puedo encontrar el enlace para acceder a la biblioteca digital de la universidad?,links
¿Cuál es la página web donde se encuentra el repositorio de artículos científicos de la institución?,links
¿Cómo puedo acceder al portal de investigaciones y proyectos de la facultad?,links
¿Dónde está el link para inscribirse en los cursos en línea ofrecidos por la universidad?,links
¿Cuál es la dirección electrónica para acceder a la plataforma de tutorías académicas?,links
¿Dónde puedo encontrar el enlace para descargar el manual de normas y estilos para trabajos académicos?,links
¿Cuál es la web donde se publican las convocatorias para becas y ayudas económicas?,links
¿Cómo puedo acceder al catálogo en línea de la biblioteca universitaria para buscar libros y revistas especializadas,links
¿Dónde puedo encontrar el enlace al catálogo de la biblioteca?,links
¿Cuál es el enlace para acceder a la plataforma de cursos en línea?,links
¿Dónde puedo encontrar el link para inscribirme en un curso de posgrado?,links
¿Cuál es el enlace para descargar el calendario académico del semestre?,links
¿Dónde puedo acceder al repositorio de tesis y trabajos de investigación?,links
¿Cuál es el enlace para solicitar una beca o ayuda financiera?,links
¿Dónde puedo encontrar el link para acceder a bases de datos académicas?,links
¿Cuál es la dirección web del centro de idiomas para inscribirme en un curso de idiomas?,links
¿Dónde puedo encontrar el enlace para participar en proyectos de voluntariado académico?,links
